규칙,청산,진입,n,승률,PF,평균%,누적%,MDD,흑자월,무작위PF,무작위max,초과,점수
눌림목 EMA1d,1.5/3.0/288,시장가,499,45.69138276553106,1.0641293299246242,0.046227982782996876,17.144987454726433,-25.554326102042047,7/13,0.8334096875572753,0.9023973000661271,0.1617320298584971,0.1617320298584971
눌림목 EMA1d,1.5/3.0/288,지정가,489,44.376278118609406,1.0710221813149001,0.050717369992501954,19.372855971684857,-29.94953415515682,9/13,0.9020942045769441,0.9651297129611497,0.10589246835375044,0.10589246835375044
눌림목 EMA1d,1.5/4.5/576,시장가,340,33.82352941176471,0.9686590213375377,-0.03096787373371737,-17.437901887296004,-38.958316126157364,7/13,0.9438386118503542,1.012079399042563,-0.04342037770502527,-0.04342037770502527
눌림목 EMA1d,1.5/4.5/576,지정가,335,33.731343283582085,0.9908202002830078,-0.008906011924859972,-10.817024536586107,-39.77532483598664,7/13,1.0211939334644724,1.1158817308738544,-0.12506153059084668,-0.12506153059084668
눌림목 EMA1d,2.0/4.0/576,시장가,294,40.816326530612244,0.9831155828344469,-0.018322104692726403,-12.996685823459497,-31.858359117573308,7/13,0.9714401887908425,0.977209334207241,0.005906248627205901,0.005906248627205901
눌림목 EMA1d,2.0/4.0/576,지정가,285,42.10526315789473,1.0430258917581052,0.04568553087593072,4.7105387014199085,-34.83756311804481,8/13,0.8749782010631049,0.9118171506621551,0.13120874109595015,0.13120874109595015
눌림목 EMA4h&1d,1.0/2.0/144,시장가,269,40.14869888475837,0.7990970137998233,-0.10742958317478363,-26.341020871616582,-33.79966686922026,3/13,0.787590354188667,0.8067475211383436,-0.0076505073385202405,-0.0076505073385202405
눌림목 EMA4h&1d,1.0/2.0/144,지정가,253,41.10671936758894,0.8581745281108637,-0.07348483010261313,-18.268523508265865,-30.215053819338777,2/13,0.860480937032763,0.877726761568128,-0.019552233457264312,-0.019552233457264312
눌림목 EMA4h&1d,1.0/3.0/288,시장가,223,35.42600896860987,1.0023887773934237,0.0015360040926560424,-2.133428461557074,-21.2495107081747,7/13,0.9694234739104924,0.993099128995726,0.009289648397697636,0.009289648397697636
눌림목 EMA4h&1d,1.0/3.0/288,지정가,209,35.406698564593306,1.0747182348004147,0.04678968612387612,7.670147501976499,-16.071637878788646,6/13,0.9921048395578388,1.0197249485695785,0.054993286230836214,0.054993286230836214
눌림목 EMA4h&1d,1.5/3.0/288,시장가,195,42.05128205128205,0.9779048743385038,-0.016227987963024722,-5.717378115932103,-26.659160711967367,5/13,0.9386794835265411,0.9808545810631515,-0.0029497067246476716,-0.0029497067246476716
눌림목 EMA4h&1d,1.5/3.0/288,지정가,186,41.39784946236559,1.0608164648704035,0.043884131746579014,5.621303244055853,-22.430355500516985,7/13,0.9492049887401152,1.0142645253401217,0.046551939530281805,0.046551939530281805
눌림목 EMA4h&1d,1.5/4.5/576,시장가,152,38.15789473684211,1.077034474738962,0.06805256926864087,7.154038227921111,-19.695675036553297,4/13,0.905727117114778,0.9364489113280189,0.14058556341094308,0.14058556341094308
눌림목 EMA4h&1d,1.5/4.5/576,지정가,147,39.455782312925166,1.152992879866027,0.13024757086435865,17.096459216081804,-15.03656387186545,6/13,0.954441978092945,1.0937131394799193,0.059279740386107616,0.059279740386107616
눌림목 EMA4h&1d,2.0/4.0/576,시장가,138,46.3768115942029,1.1704099865823883,0.16005317113967205,20.200213938480772,-11.121146940777148,6/13,1.0463877508075876,1.267146928517504,-0.09673694193511584,-0.09673694193511584
눌림목 EMA4h&1d,2.0/4.0/576,지정가,134,46.26865671641791,1.190941693142403,0.1788328798273037,22.56492747589356,-12.844791531851762,7/13,1.091704699990166,1.2443069693681597,-0.0533652762257566,-0.0533652762257566
24h범위 하단반전,1.0/2.0/144,시장가,677,39.14327917282127,0.7883831584923813,-0.12454010702011305,-58.93672359735358,-60.054665792628704,2/13,0.842920851696736,0.868297033549543,-0.07991387505716174,-0.07991387505716174
24h범위 하단반전,1.0/2.0/144,지정가,601,39.10149750415973,0.7981228512755267,-0.11833283582570378,-52.898287768458765,-55.918347027580765,2/13,0.8845881595042648,0.9254383669112227,-0.12731551563569599,-0.12731551563569599
